date,Value,Geography,Age,Qualification,Year of Arrival,Country of Birth
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: United Kingdom
2011,5410,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Ireland
2011,130,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,1589,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,672,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,34,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,851,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,620,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,1301,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,787,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,72,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Africa: Nigeria
2011,260,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Africa: South Africa
2011,763,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Africa: Other
2011,71,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: China
2011,40,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: Bangladesh
2011,1908,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: India
2011,249,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: Pakistan
2011,523,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: Other
2011,282,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: Canada
2011,138,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: United States
2011,1189,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,1062,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: Other
2011,331,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: United Kingdom
2011,109,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Ireland
2011,2,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,51,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,10,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,6,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,44,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,6,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,15,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,27,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,9,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Africa: Nigeria
2011,26,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Africa: South Africa
2011,69,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Africa: Other
2011,4,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Middle East and Asia: China
2011,3,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,30,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Middle East and Asia: India
2011,8,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,34,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Middle East and Asia: Other
2011,9,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,11,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,7,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,15,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,23,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: United Kingdom
2011,55,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Ireland
2011,3,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,63,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,11,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,2,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,30,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,10,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,9,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,38,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,9,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Africa: Nigeria
2011,58,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Africa: South Africa
2011,56,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Africa: Other
2011,3,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Middle East and Asia: China
2011,3,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,18,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Middle East and Asia: India
2011,10,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,36,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,Middle East and Asia: Other
2011,3,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,8,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,10,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,19,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,20,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: United Kingdom
2011,50,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Ireland
2011,11,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,50,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,12,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,15,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,49,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,33,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,50,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,35,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,20,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Africa: Nigeria
2011,125,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Africa: South Africa
2011,141,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Africa: Other
2011,7,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,28,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Middle East and Asia: India
2011,12,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,38,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,Middle East and Asia: Other
2011,6,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,8,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,19,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,19,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,33,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Apprenticeship,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,1433323,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: United Kingdom
2011,25802,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Ireland
2011,2411,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,6899,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,2375,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,405,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,7507,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,3307,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,5397,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,4260,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,2442,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Africa: Nigeria
2011,4413,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Africa: South Africa
2011,14233,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Africa: Other
2011,1303,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Middle East and Asia: China
2011,1183,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Middle East and Asia: Bangladesh
2011,26406,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Middle East and Asia: India
2011,4256,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Middle East and Asia: Pakistan
2011,14665,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,Middle East and Asia: Other
2011,2549,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,The Americas and the Caribbean: Canada
2011,4290,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,The Americas and the Caribbean: United States
2011,6711,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,10899,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,The Americas and the Caribbean: Other
2011,4736,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: United Kingdom
2011,677,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Ireland
2011,107,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,286,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,128,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,20,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,559,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,175,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,196,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,319,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,482,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Africa: Nigeria
2011,472,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Africa: South Africa
2011,1560,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Africa: Other
2011,131,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Middle East and Asia: China
2011,97,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,1079,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Middle East and Asia: India
2011,179,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,2212,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,Middle East and Asia: Other
2011,150,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,872,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,111,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,417,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,346,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: United Kingdom
2011,425,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Ireland
2011,114,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,289,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,160,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,34,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,462,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,87,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,224,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,570,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,724,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Africa: Nigeria
2011,687,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Africa: South Africa
2011,1420,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Africa: Other
2011,148,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Middle East and Asia: China
2011,64,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,887,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Middle East and Asia: India
2011,239,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,1514,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,Middle East and Asia: Other
2011,153,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,690,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,118,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,381,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,286,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: United Kingdom
2011,562,England and Wales (K04000001),Age 65 and over,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Ireland
